标题,播放次数,评论人数,时长,收藏人数,发布时间,视频截图,视频播放地址
中国交通事故20190128：每天最新的车祸实例，助你提高安全意识,147929,585,08:38,230,2019-01-29 12:50:42,//i1.hdslb.com/bfs/archive/26da3a5a18c15149783d88fe983e2ae5e8d60208.jpg,https://www.bilibili.com/video/av41997007
交通事故合集20180516：每天10分钟国内车祸实例，助你提高安全意识。,75419,447,10:55,99,2018-05-17 10:41:20,//i1.hdslb.com/bfs/archive/d98945fe454e2020372474c9d3198394f53b605b.jpg,https://www.bilibili.com/video/av23540305
中国交通事故20190223：每天最新的车祸实例，助你提高安全意识,135887,603,09:44,204,2019-02-24 09:30:53,//i0.hdslb.com/bfs/archive/2743978840c53f3c94bfdbf500d656782ec8840c.jpg,https://www.bilibili.com/video/av44533225
中国交通事故20190605：每天最新的车祸实例，助你提高安全意识,160247,759,08:18,317,2019-06-06 12:19:49,//i2.hdslb.com/bfs/archive/07a64f2cb822dbef911e63edad164af53e070f47.jpg,https://www.bilibili.com/video/av54687608
中国交通事故合集20161229：每天10分钟最新的国内外事故实例，助你提高安全意识。,58048,189,10:38,132,2016-12-30 13:44:54,//i2.hdslb.com/bfs/archive/10c2f76ee4e934d22870f69997fa50f69d6849d5.jpg,https://www.bilibili.com/video/av7761631
交通事故合集20180926：每天10分钟国内车祸实例，助你提高安全意识。,79723,351,10:15,143,2018-09-27 09:30:26,//i0.hdslb.com/bfs/archive/e3a4f6184e1362380ea21e2a0eeafb082f6d6cbc.jpg,https://www.bilibili.com/video/av32539948
交通事故合集20180911：每天10分钟国内车祸实例，助你提高安全意识。,75485,307,10:15,90,2018-09-12 11:24:15,//i0.hdslb.com/bfs/archive/9f50ea8a52e16faeb0a158c24b5ec6383b187f7f.jpg,https://www.bilibili.com/video/av31567058
中国交通事故20181223：每天最新的车祸实例，助你提高安全意识。,99070,367,07:58,162,2018-12-24 09:30:43,//i1.hdslb.com/bfs/archive/6bec0d1136504798ef1eb6c80a1b8b4545beb88b.jpg,https://www.bilibili.com/video/av38866759
“炫富“的市政毁灭者,178500,1060,04:30,958,2018-12-03 18:19:03,//i2.hdslb.com/bfs/archive/56a404a93fcfe9aeca4dcd6afbb0003560c0ae39.jpg,https://www.bilibili.com/video/av37337804
交通事故合集20180419：每天10分钟国内车祸实例，助你提高安全意识。,67344,558,10:36,154,2018-04-20 11:01:04,//i0.hdslb.com/bfs/archive/24edf473f20f30e9297be3985bc24d6122d1a248.jpg,https://www.bilibili.com/video/av22321899
交通事故合集20180622：每天10分钟国内车祸实例，助你提高安全意识。,75320,476,10:49,104,2018-06-23 10:00:20,//i0.hdslb.com/bfs/archive/4ecb6c848a7465bcfd9d65a1f59fc875d607a839.jpg,https://www.bilibili.com/video/av25404110
中国交通事故合集20171023：每天10分钟最新的国内车祸实例，助你提高安全意识。,78810,386,10:31,92,2017-10-24 11:42:21,//i1.hdslb.com/bfs/archive/585490fa1a163404fa1f7db5a7d38afcbc07a8b1.jpg,https://www.bilibili.com/video/av15678991
中国交通事故合集20170118：每天10分钟最新的国内外事故实例，助你提高安全意识。,77033,313,11:14,165,2017-01-19 09:21:15,//i2.hdslb.com/bfs/archive/b4030ad271d484d9c7e7d6b9661114013422b76e.jpg,https://www.bilibili.com/video/av8089609
中国交通事故合集20170718：每天10分钟最新的国内车祸实例，助你提高安全意识。,107058,752,11:09,221,2017-07-19 13:56:49,//i2.hdslb.com/bfs/archive/dcd7bc7024ac18958bb8ec16a1d45b95c900330a.jpg,https://www.bilibili.com/video/av12351209
交通事故合集20180320：每天10分钟国内车祸实例，助你提高安全意识。,75994,691,10:33,155,2018-03-21 10:07:10,//i0.hdslb.com/bfs/archive/ba3a70dcca59b977cd9ea318defe08ac9f0e702c.jpg,https://www.bilibili.com/video/av21032380
中国交通事故合集20170820：每天10分钟最新的国内车祸实例，助你提高安全意识。,103776,602,11:06,783,2017-08-21 11:56:06,//i1.hdslb.com/bfs/archive/e2026ed224386df9ce2d813a217edc5d6399f9c9.jpg,https://www.bilibili.com/video/av13621876
中国交通事故合集20170818：每天10分钟最新的国内车祸实例，助你提高安全意识。,131010,689,10:06,154,2017-08-19 17:20:57,//i1.hdslb.com/bfs/archive/5d1256cc1c15096fa61368582d5c54d7d92ff427.jpg,https://www.bilibili.com/video/av13553172
中国交通事故合集20170225：每天10分钟最新的国内事故实例，助你提高安全意识。,76893,506,12:00,106,2017-02-26 13:31:53,//i1.hdslb.com/bfs/archive/aeba9c459247b10fd81a87250a20ec30c3bb0d12.jpg,https://www.bilibili.com/video/av8843961
中国交通事故合集20170224：每天10分钟最新的国内事故实例，助你提高安全意识。,72970,574,10:43,77,2017-02-25 13:49:49,//i0.hdslb.com/bfs/archive/fbf67f4b75e5b23873ce6f4367a11fca179b1b06.jpg,https://www.bilibili.com/video/av8819163
中国交通事故合集20170223：每天10分钟最新的国内事故实例，助你提高安全意识。,78424,883,10:49,149,2017-02-24 12:29:01,//i0.hdslb.com/bfs/archive/26f1badd99c10d0f0795d33c3cda5f323a5fa5f7.jpg,https://www.bilibili.com/video/av8797856
中国交通事故合集20180214：每天10分钟最新国内车祸实例，助你提高安全意识。,68747,308,10:50,101,2018-02-15 14:58:14,//i2.hdslb.com/bfs/archive/8c1a3f89dd1357f10eb615d0dfbf2ba8b497cb29.jpg,https://www.bilibili.com/video/av19624691
中国交通事故合集20170616：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,107187,787,10:50,87,2017-06-17 11:57:47,//i1.hdslb.com/bfs/archive/7404e28b387f556be0c5734ba2d65185197174ab.jpg,https://www.bilibili.com/video/av11390562
中国交通事故20190127：每天最新的车祸实例，助你提高安全意识,131286,334,07:11,259,2019-01-28 11:00:48,//i0.hdslb.com/bfs/archive/199ee5dd8da50302e1ac5cf1a634b165d6e51f46.jpg,https://www.bilibili.com/video/av41898241
交通事故合集20180515：每天10分钟国内车祸实例，助你提高安全意识。,78607,361,10:49,120,2018-05-16 10:13:15,//i0.hdslb.com/bfs/archive/7a2e434a3d11e4ca0ce1d6423db5b27b276e0e68.jpg,https://www.bilibili.com/video/av23498892
中国交通事故20190222：每天最新的车祸实例，助你提高安全意识,128394,839,09:38,232,2019-02-23 09:30:24,//i0.hdslb.com/bfs/archive/f794a81ec44cf1297c73912e54a4bff3ecf15421.jpg,https://www.bilibili.com/video/av44430943
中国交通事故20190603：每天最新的车祸实例，助你提高安全意识,136312,1163,07:58,193,2019-06-04 08:47:48,//i2.hdslb.com/bfs/archive/3e2e06ff5b1534e1c2e564ad40ff7222370f4a7b.jpg,https://www.bilibili.com/video/av54513831
中国交通事故合集20161228：每天10分钟最新的国内外事故实例，助你提高安全意识。,57445,185,10:58,161,2016-12-29 10:55:37,//i0.hdslb.com/bfs/archive/8dca2a9e033d2aae4087b26c26234e15570d294e.jpg,https://www.bilibili.com/video/av7745534
交通事故合集20180925：每天10分钟国内车祸实例，助你提高安全意识。,81960,381,10:29,105,2018-09-26 09:30:23,//i1.hdslb.com/bfs/archive/d02a8800191270554e68e68ebc8d2249f8612aa1.jpg,https://www.bilibili.com/video/av32480369
交通事故合集20180910：每天10分钟国内车祸实例，助你提高安全意识。,81985,329,10:27,104,2018-09-11 09:30:18,//i2.hdslb.com/bfs/archive/1cf3114bceb29f7329b7f6e65c41a9e93c706e78.jpg,https://www.bilibili.com/video/av31494887
中国交通事故20181222：每天最新的车祸实例，助你提高安全意识。,100131,675,09:46,163,2018-12-23 11:25:12,//i0.hdslb.com/bfs/archive/10dd7841eac8d307cb8a6eec0c9a1ffae282a1b9.jpg,https://www.bilibili.com/video/av38789526
交通事故合集20181202：每天10分钟国内车祸实例，助你提高安全意识。,121145,591,08:07,196,2018-12-03 09:30:12,//i2.hdslb.com/bfs/archive/9204d1b6c70736e0370b779d04f35a480c045884.jpg,https://www.bilibili.com/video/av37300354
交通事故合集20180418：每天10分钟车祸实例，助你提高安全意识。,75566,465,11:02,118,2018-04-19 14:20:58,//i0.hdslb.com/bfs/archive/589675c1ae6f1131808ebe868edb2e12977e5f17.jpg,https://www.bilibili.com/video/av22283235
交通事故合集20180621：每天10分钟国内车祸实例，助你提高安全意识。,77027,289,10:04,292,2018-06-22 10:00:04,//i1.hdslb.com/bfs/archive/d6b8d672617c269e7c0a660e687a9192683b2a5d.jpg,https://www.bilibili.com/video/av25351383
中国交通事故合集20171021：每天10分钟最新的国内车祸实例，助你提高安全意识。,69413,457,10:41,86,2017-10-22 14:06:02,//i2.hdslb.com/bfs/archive/afd6a376edf4716768bbad746b715d5172b5d216.jpg,https://www.bilibili.com/video/av15621932
中国交通事故合集20170117：每天10分钟最新的国内外事故实例，助你提高安全意识。,82578,391,12:05,261,2017-01-18 09:08:49,//i2.hdslb.com/bfs/archive/bc9575112461b69ee84632ff16e071400e4a0e96.jpg,https://www.bilibili.com/video/av8070071
中国交通事故合集20170717：每天10分钟最新的国内车祸实例，助你提高安全意识。,105815,787,10:57,201,2017-07-18 12:46:05,//i2.hdslb.com/bfs/archive/41559fb6ab56939ecccd5babb4b1fc122c61e6b5.jpg,https://www.bilibili.com/video/av12315853
交通事故合集20180319：每天10分钟国内车祸实例，助你提高安全意识。,66994,390,10:23,116,2018-03-20 10:24:43,//i2.hdslb.com/bfs/archive/68e59b06678754e2b30486e38ab99dae1d6b81f4.jpg,https://www.bilibili.com/video/av20995674
中国交通事故合集20170817：每天10分钟最新的国内车祸实例，助你提高安全意识。,91253,566,11:18,89,2017-08-18 14:34:54,//i1.hdslb.com/bfs/archive/b8befc5debbbfea0ccaac5f9706c9e362d84d5c0.jpg,https://www.bilibili.com/video/av13506429
交通事故合集20180819：每天10分钟国内车祸实例，助你提高安全意识。,81569,402,10:43,278,2018-08-20 09:30:24,//i2.hdslb.com/bfs/archive/8d448a6f4ad7d51700caab91c5758d942047b0c1.jpg,https://www.bilibili.com/video/av29792576
中国交通事故合集20170508：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,118370,1260,10:25,184,2017-05-09 11:29:11,//i1.hdslb.com/bfs/archive/62f0180e7bbfbc9624a8bd29ee5f08a1b4e7ae2c.jpg,https://www.bilibili.com/video/av10427804
交通事故合集20180722：每天10分钟国内车祸实例，助你提高安全意识。,88719,646,10:28,139,2018-07-23 09:30:45,//i1.hdslb.com/bfs/archive/6794f5dc3491b8129c2b4b2f5a14cfcc83d000fb.jpg,https://www.bilibili.com/video/av27498044
中国交通事故合集20170222：每天10分钟最新的国内事故实例，助你提高安全意识。,76935,467,11:53,135,2017-02-23 11:55:25,//i2.hdslb.com/bfs/archive/991818dae7ed8bcb3fad536fa2d5a5c5015d662f.jpg,https://www.bilibili.com/video/av8779863
中国交通事故合集20180213：每天10分钟最新国内车祸实例，助你提高安全意识。,71954,404,10:07,91,2018-02-14 11:55:48,//i1.hdslb.com/bfs/archive/e36345e158cb9b789839c9bf9d406ec16d0da7f9.jpg,https://www.bilibili.com/video/av19578809
中国交通事故合集20170615：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,97226,952,11:13,126,2017-06-16 11:17:52,//i2.hdslb.com/bfs/archive/6b4962a7a2fd994206d2bab8514c9ba9b253016f.jpg,https://www.bilibili.com/video/av11363370
中国交通事故20190126：每天最新的车祸实例，助你提高安全意识,136559,575,09:06,199,2019-01-27 11:10:41,//i0.hdslb.com/bfs/archive/7053006676400bbd8ab98a727b9ca8b3e5df6a9e.jpg,https://www.bilibili.com/video/av41802815
交通事故合集20180514：每天10分钟国内车祸实例，助你提高安全意识。,73800,934,10:58,170,2018-05-15 09:57:29,//i1.hdslb.com/bfs/archive/2a9d6bce5f91feedff43e7e3ae36dc6e162c47ef.jpg,https://www.bilibili.com/video/av23457873
中国交通事故20190221：每天最新的车祸实例，助你提高安全意识,153647,789,07:45,255,2019-02-22 12:10:34,//i1.hdslb.com/bfs/archive/efd1d2590decf70c6fdf5f119e8265dc81736aab.jpg,https://www.bilibili.com/video/av44325875
中国交通事故20190602：每天最新的车祸实例，助你提高安全意识,174416,1711,07:49,362,2019-06-03 09:30:14,//i0.hdslb.com/bfs/archive/b8105719e9350756e27ff04abcf0228bf8734fd0.jpg,https://www.bilibili.com/video/av54425318
中国交通事故合集20161227：每天10分钟最新的国内外事故实例，助你提高安全意识。,78733,357,10:30,181,2016-12-28 11:01:27,//i2.hdslb.com/bfs/archive/62a26c51d4873ff72b746d3b9c128f5a9479ff97.jpg,https://www.bilibili.com/video/av7732013
交通事故合集20180924：每天10分钟国内车祸实例，助你提高安全意识。,77866,524,10:30,93,2018-09-25 09:30:24,//i0.hdslb.com/bfs/archive/73519ed279d4f32bdd45003c09ad8eb7158e4850.jpg,https://www.bilibili.com/video/av32422191
2018第四季碰瓷合集：再尽力表演也拿不到奥斯卡！,264074,464,05:51,538,2018-09-10 17:30:51,//i0.hdslb.com/bfs/archive/52a57f4037775a0d97a9ec1a0de36fff405ba502.jpg,https://www.bilibili.com/video/av31445649
中国交通事故20181221：每天最新的车祸实例，助你提高安全意识。,107665,615,08:38,243,2018-12-22 10:30:54,//i1.hdslb.com/bfs/archive/f91edbe7fc3f7924a5f796aaa1c72d450081da47.jpg,https://www.bilibili.com/video/av38695655
2018Deja Vu逮虾户之怎么会这样？,447993,1018,04:22,4563,2018-12-02 15:28:07,//i0.hdslb.com/bfs/archive/566169b6a5e64ed1e7ea6de3ecc18ebe63a11df7.jpg,https://www.bilibili.com/video/av37247270
交通事故合集20180417：每天10分钟国内车祸实例，助你提高安全意识。,82344,432,10:45,130,2018-04-18 11:47:02,//i0.hdslb.com/bfs/archive/c566a155c6c8744640ce1a00fb25cdd625514a32.jpg,https://www.bilibili.com/video/av22243029
倒霉的男子遭遇同一辆三轮车2次撞击，“主人我又回来了“！,128134,684,01:47,1800,2018-06-21 22:39:02,//i0.hdslb.com/bfs/archive/70e533d61a0199384b8aa3f033a220048271ca54.jpg,https://www.bilibili.com/video/av25338345
中国交通事故合集20171020：每天10分钟最新的国内车祸实例，助你提高安全意识。,69468,608,10:25,113,2017-10-21 13:31:04,//i2.hdslb.com/bfs/archive/4352caec940b5685c0add8fffd4a9d37a01822f4.jpg,https://www.bilibili.com/video/av15583485
中国交通事故合集20170116：每天10分钟最新的国内外事故实例，助你提高安全意识。,72319,233,10:35,82,2017-01-17 08:55:04,//i1.hdslb.com/bfs/archive/a2f82f73c14e9486811e9b2bbbbe264c27d114ea.jpg,https://www.bilibili.com/video/av8051414
中国交通事故合集20170716：每天10分钟最新的国内车祸实例，助你提高安全意识。,95010,1437,10:13,110,2017-07-17 12:36:33,//i0.hdslb.com/bfs/archive/dc08f5f403b1b4c3f38ca78006e23c393af26a09.jpg,https://www.bilibili.com/video/av12282205
路怒症番外篇-古惑仔,159138,730,03:06,742,2018-03-19 14:52:37,//i2.hdslb.com/bfs/archive/6e89bddd4990e01281d4d64ef8b8005042cec6fd.jpg,https://www.bilibili.com/video/av20967075
中国交通事故合集20170815：每天10分钟最新的国内车祸实例，助你提高安全意识。,99871,645,10:45,117,2017-08-16 14:07:01,//i1.hdslb.com/bfs/archive/19ac822f561a143fbe9f808516d075f5b943ccaa.jpg,https://www.bilibili.com/video/av13425113
交通事故合集20180818：每天10分钟国内车祸实例，助你提高安全意识。,79531,346,10:23,90,2018-08-19 09:30:01,//i2.hdslb.com/bfs/archive/0a35d2541f646b7ce2c194e5e96bf78fc2522e23.jpg,https://www.bilibili.com/video/av29717649
中国交通事故合集20170506：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,145058,1014,12:35,253,2017-05-07 11:58:04,//i1.hdslb.com/bfs/archive/1862958acf87e4588edb8ceedf038b877db7c8c9.jpg,https://www.bilibili.com/video/av10379192
交通事故合集20180721：每天10分钟国内车祸实例，助你提高安全意识。,81893,367,10:14,90,2018-07-22 09:30:47,//i1.hdslb.com/bfs/archive/3513165b558385ab984f42a2481693afc431bc8a.jpg,https://www.bilibili.com/video/av27413262
中国交通事故合集20170221：每天10分钟最新的国内外事故实例，助你提高安全意识。,77148,415,11:11,96,2017-02-22 11:47:12,//i0.hdslb.com/bfs/archive/0f374ebf10eb33f78b4788042650e3c4e3a04462.jpg,https://www.bilibili.com/video/av8761115
中国交通事故合集20180211：每天10分钟最新国内车祸实例，助你提高安全意识。,77866,514,10:53,98,2018-02-12 10:59:40,//i0.hdslb.com/bfs/archive/69bda31355ff3d705a01fbd1b9d417ce8b0f4ed0.jpg,https://www.bilibili.com/video/av19484668
中国交通事故合集20170614：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,101535,697,11:41,217,2017-06-15 11:14:45,//i2.hdslb.com/bfs/archive/e9bae724d0179f00de78559b71998c8777d64782.jpg,https://www.bilibili.com/video/av11338774
Deja Vu逮虾户2019(一)：地滑之秀！,285707,350,04:12,1719,2019-01-26 11:05:17,//i2.hdslb.com/bfs/archive/8e528a69ed4e4adf47eee8eaf1a998a1ab25584c.jpg,https://www.bilibili.com/video/av41706321
中国路怒合集201805：打赢坐牢，打输住院！,503570,1673,11:02,1917,2018-05-14 10:28:25,//i0.hdslb.com/bfs/archive/51aade8cb6e091571249ebfd5b32b828e1713059.jpg,https://www.bilibili.com/video/av23417614
中国交通事故20190220：每天最新的车祸实例，助你提高安全意识,137747,667,08:31,296,2019-02-21 11:40:15,//i2.hdslb.com/bfs/archive/5cdd3a4135d92fe2c37a0f6ad2ac54f1ae4faf9a.jpg,https://www.bilibili.com/video/av44224661
中国交通事故20190601：每天最新的车祸实例，助你提高安全意识,141017,1492,08:27,333,2019-06-02 10:48:04,//i2.hdslb.com/bfs/archive/7ef908ffb9473c032e8b7e0a5664e73d38086673.jpg,https://www.bilibili.com/video/av54332549
中国交通事故合集20161226：每天10分钟最新的国内外事故实例，助你提高安全意识。,60758,181,10:28,145,2016-12-27 17:14:10,//i0.hdslb.com/bfs/archive/f33b3df581c192ba6b8b3842efe86d2d99a4ef6f.jpg,https://www.bilibili.com/video/av7722893
